sitename,county,aqi,pollutant,status,so2,co,o3,o3_8hr,pm10,pm2.5,no2,nox,no,windspeed,winddirec,datacreationdate,unit,co_8hr,pm2.5_avg,pm10_avg,so2_avg,longitude,latitude,siteid
斗六,雲林縣,43,,良好,1.4,0.29,17.4,31.4,24,12,12.8,14.4,1.6,3.4,6,"2024-11-18 19:00",,0.2,13.2,29,1,120.544994,23.711853,37
南投,南投縣,32,,良好,1.1,0.35,13,26.5,21,11,19.6,21.3,1.6,2.9,336,"2024-11-18 19:00",,0.2,9.4,23,1,120.685306,23.913,36
二林,彰化縣,36,,良好,0.7,0.2,33.8,39.1,18,4,6.1,6.7,0.6,7.1,29,"2024-11-18 19:00",,0.2,7.1,27,0,120.409653,23.925175,35
線西,彰化縣,34,,良好,1.4,0.18,33.5,37.4,8,3,8.4,8.7,0.3,9.8,34,"2024-11-18 19:00",,0.1,6.2,21,1,120.469061,24.131672,34
彰化,彰化縣,26,,良好,0.8,0.31,23.1,28.6,8,5,13.9,15.4,1.5,3.3,30,"2024-11-18 19:00",,0.2,5.7,16,0,120.541519,24.066,33
西屯,臺中市,27,,良好,1.2,0.2,27.5,29.8,,5,6.8,7.8,0.9,4.2,8,"2024-11-18 19:00",,0.1,3.6,,1,120.616917,24.162197,32
忠明,臺中市,24,,良好,1,0.27,18.8,26.8,13,4,11.1,12.5,1.4,3,349,"2024-11-18 19:00",,0.2,5.1,15,1,120.641092,24.151958,31
大里,臺中市,26,,良好,0.7,0.4,15.1,28.5,16,3,14.9,17.2,2.3,2.7,358,"2024-11-18 19:00",,0.2,5,14,1,120.67844444,24.09961111,30
沙鹿,臺中市,32,,良好,1.1,0.2,32.5,35.4,14,3,6.7,6.8,0.1,5.1,69,"2024-11-18 19:00",,0.1,5.1,18,0,120.568794,24.225628,29
豐原,臺中市,30,,良好,1.2,0.2,28.2,32.9,9,0,4.4,4.8,0.4,3.8,32,"2024-11-18 19:00",,0.2,1.6,10,0,120.74252414,24.25699731,28
三義,苗栗縣,33,,良好,0.4,0.16,33.1,36.4,7,3,4.7,5.5,0.8,7.1,16,"2024-11-18 19:00",,0.1,4.6,10,0,120.75956754,24.38248443,27
苗栗,苗栗縣,34,,良好,1.9,0.17,34.7,37.7,5,3,6.2,7.2,1,4.6,9,"2024-11-18 19:00",,0.1,5.7,14,1,120.82011468,24.56499183,26
頭份,苗栗縣,34,,良好,1.3,0.21,34.7,37.7,13,6,7.8,9.1,1.2,4.4,36,"2024-11-18 19:00",,0.1,7.7,17,1,120.89869286,24.69690679,25
新竹,新竹市,31,,良好,1,0.28,29.3,33.0,13,4,12.5,13.3,0.7,4.7,41,"2024-11-18 19:00",,0.2,6.2,17,1,120.97236752,24.8056356,24
竹東,新竹縣,36,,良好,0.4,0.15,37.9,39.1,5,3,3.5,4.4,0.9,5.8,36,"2024-11-18 19:00",,0.1,2.7,11,0,121.08895493,24.74091408,23
湖口,新竹縣,33,,良好,1.6,0.21,32.2,36.2,9,11,8,9.1,1.1,6.5,47,"2024-11-18 19:00",,0.1,8.9,15,1,121.03886894,24.90009696,22
龍潭,桃園市,24,,良好,0.6,0.2,32.1,,8,5,7.4,8.5,1.1,6.3,58,"2024-11-18 19:00",,0.1,7.4,9,0,121.21645772,24.86400048,21
平鎮,桃園市,29,,良好,1,0.4,27.6,30.3,14,8,14.5,17,2.5,3.9,87,"2024-11-18 19:00",,0.3,9,20,0,121.203986,24.952786,20
觀音,桃園市,34,,良好,1.9,0.19,35.8,37.2,31,10,7.5,8.2,0.7,8,80,"2024-11-18 19:00",,0.1,9.8,32,1,121.08283092,25.03556747,19
大園,桃園市,32,,良好,1.8,0.19,34.5,33.3,20,9,10.5,12.3,1.7,5.8,58,"2024-11-18 19:00",,0.1,9.9,28,1,121.20251473,25.06100357,18
桃園,桃園市,27,,良好,1.4,0.4,26.4,29.5,14,6,15.6,17.6,1.9,2.5,54,"2024-11-18 19:00",,0.3,7.7,20,0,121.30500531,24.9947107,17
大同,臺北市,52,二氧化氮,普通,1.2,1.05,9.6,15.7,22,13,32.4,71.8,39.4,-,-,"2024-11-18 19:00",,0.6,14.5,28,0,121.51342074,25.06331455,16
松山,臺北市,40,,良好,1,0.3,16.3,21.5,19,6,24.9,29.9,4.9,1.8,20,"2024-11-18 19:00",,,,,,121.578611,25.05,15
古亭,臺北市,26,,良好,0,0.29,27.6,25.7,14,5,13.9,15.7,1.7,2,53,"2024-11-18 19:00",,0.2,8.1,24,0,121.529556,25.020608,14
萬華,臺北市,32,,良好,1.4,0.35,20.8,25.9,18,7,19.3,21.9,2.5,2.8,103,"2024-11-18 19:00",,0.2,8.6,23,1,121.507972,25.046503,13
中山,臺北市,35,,良好,0.2,0.42,19.5,23.8,12,7,21.5,26,4.4,2.5,73,"2024-11-18 19:00",,0.3,9.3,23,0,121.526528,25.062361,12
士林,臺北市,33,,良好,0.3,0.24,36.1,36.9,10,8,7,8.1,1,2.8,145,"2024-11-18 19:00",,0.2,6.6,15,0,121.51666356,25.10334003,11
淡水,新北市,35,,良好,0.9,0.18,39.2,38.7,20,4,3.6,4.7,1.1,,,"2024-11-18 19:00",,0.1,7.5,18,0,121.449239,25.1645,10
林口,新北市,24,,良好,1.1,0.25,28.6,26.1,8,3,10.9,13.6,2.7,2.6,48,"2024-11-18 19:00",,0.2,5.8,17,0,121.36548982,25.07798949,9
菜寮,新北市,30,,良好,0.8,0.35,30.5,32.9,19,4,13.2,13.8,0.5,3.4,91,"2024-11-18 19:00",,0.2,9.2,19,0,121.481028,25.06895,8
新莊,新北市,30,,良好,0.9,0.31,29.5,32.3,20,7,11.8,12.7,0.9,3.6,79,"2024-11-18 19:00",,0.2,9.1,27,0,121.4325,25.037972,7
板橋,新北市,32,,良好,0.8,0.36,26.6,30.1,14,7,19.3,21.1,1.7,3.3,106,"2024-11-18 19:00",,0.2,7.9,19,0,121.458667,25.012972,6
土城,新北市,29,,良好,1.5,0.33,31.4,31.4,15,7,12.1,13,0.8,1.3,284,"2024-11-18 19:00",,0.2,8.7,21,1,121.451861,24.982528,5
新店,新北市,32,,良好,0.7,0.32,26.3,28.9,15,11,12.8,14.2,1.4,0.3,138,"2024-11-18 19:00",,0.2,10,16,0,121.537778,24.977222,4
萬里,新北市,69,懸浮微粒,普通,0.3,0.15,45.5,44.2,64,14,1.4,2.7,1.2,7.3,39,"2024-11-18 19:00",,0.1,15,69,0,121.689881,25.179667,3
汐止,新北市,31,,良好,1,0.24,29.4,30.4,19,14,13.2,14.8,1.6,2,22,"2024-11-18 19:00",,0.1,9.7,20,1,121.64081,25.06624,2
基隆,基隆市,35,,良好,1.3,0.18,40,38.0,21,5,2.3,3.1,0.8,1.6,81,"2024-11-18 19:00",,0.1,5.3,25,1,121.760056,25.129167,1
屏東(枋山),屏東縣,34,,良好,0.5,0.14,40.1,37.9,6,4,1.3,1.6,0.2,5.8,77,"2024-11-18 18:00",,0.1,2.7,8,0,120.651472,22.260899,313
宜蘭（頭城）,宜蘭縣,36,,良好,0,0.14,38.3,39.6,19,5,4.1,4,0,1.3,50,"2024-11-18 18:00",,0.1,6.3,18,0,121.82463916,24.85366672,312
新北(樹林),新北市,32,,良好,0.5,0.37,22.7,23.4,13,3,19,26.7,7.6,0.1,159,"2024-11-18 18:00",,0.4,6.1,16,0,121.38352778,24.94902778,311
屏東（琉球）,屏東縣,86,細懸浮微粒,普通,1.7,0.55,18.3,22.9,55,27,20.3,22.1,1.8,1.7,312,"2024-11-18 18:00",,0.4,29.7,50,1,120.37722,22.35222,204
臺南（麻豆）,臺南市,61,懸浮微粒,普通,0.7,0.24,25.4,31.8,33,10,13.1,14.6,1.5,3.3,4,"2024-11-18 18:00",,0.2,13,61,0,120.24583056,23.17904722,203
高雄（湖內）,高雄市,37,,良好,0.9,0.34,18.1,23.3,50,6,22.2,23,0.8,1.5,331,"2024-11-18 18:00",,0.3,,,,120.24535,22.87985556,202
彰化（員林）,彰化縣,29,,良好,1.5,0.32,18.7,31.4,29,5,15.8,18.2,2.3,0.8,341,"2024-11-18 18:00",,0.2,6.1,25,1,120.56373,23.96117,201
大城,彰化縣,45,,良好,2.1,0.23,31.3,41.3,22,10,9.6,10.2,0.6,8.8,45,"2024-11-18 18:00",,0.1,14,39,1,120.26964167,23.85493056,85
富貴角,新北市,46,,良好,0.1,0.13,46.9,46.8,52,13,0.5,0.4,0,12.3,53,"2024-11-18 18:00",,0.1,12.9,46,0,121.53656894,25.29681695,84
麥寮,雲林縣,52,懸浮微粒,普通,2.9,0.49,22.1,35.9,21,8,18.5,19.9,1.3,7.8,3,"2024-11-18 18:00",,0.2,14,52,2,120.251825,23.753506,83
關山,臺東縣,33,,良好,1.6,0.19,36.5,36.5,9,4,3.4,4.1,0.7,3.1,34,"2024-11-18 18:00",,0.1,5.8,14,1,121.161933,23.045083,80
馬公,澎湖縣,42,,良好,0.8,0.16,44.9,45.7,21,11,1.5,2.3,0.7,9.8,34,"2024-11-18 18:00",,0.1,12.2,28,0,119.566158,23.569031,78
金門,金門縣,40,,良好,0.6,0.18,40.9,43.7,41,12,4.7,5.4,0.6,3.8,31,"2024-11-18 18:00",,0.1,9.1,37,0,118.312256,24.432133,77
馬祖,連江縣,41,,良好,0.5,0.17,44.1,44.9,32,13,3.3,3.9,0.6,4.2,332,"2024-11-18 18:00",,0.1,12.6,30,0,119.952724,26.153736,75
埔里,南投縣,43,,良好,1.1,0.3,18.9,23.8,17,14,7.3,9.3,1.9,0.3,315,"2024-11-18 18:00",,0.2,13.2,19,1,120.967903,23.968842,72
復興,高雄市,78,細懸浮微粒,普通,1.1,,14.4,13.3,41,21,25.3,29.3,3.9,1.2,260,"2024-11-18 18:00",,0.6,26.3,42,1,120.312017,22.608711,71
永和,新北市,29,,良好,1.8,0.41,23.7,26.7,23,7,16,18.9,2.9,1.9,92,"2024-11-18 18:00",,0.3,8.9,23,0,121.516306,25.017,70
竹山,南投縣,47,,良好,1.3,0.28,10.4,26.6,32,13,21.7,22.9,1.2,4.2,27,"2024-11-18 18:00",,0.2,14.5,29,1,120.677306,23.756389,69
中壢,桃園市,45,,良好,1.2,1.11,14.4,18.4,29,14,27.7,55,27.3,0.9,284,"2024-11-18 18:00",,0.7,13.7,30,1,121.221667,24.953278,68
三重,新北市,50,,良好,0.4,1.04,12.4,11.8,29,11,30.5,66,35.4,-,-,"2024-11-18 18:00",,0.8,11,32,0,121.493806,25.072611,67
冬山,宜蘭縣,30,,良好,1,0.18,31.3,32.3,22,7,8.1,8.6,0.4,1.6,139,"2024-11-18 18:00",,0.1,7.8,21,0,121.792928,24.632203,66
宜蘭,宜蘭縣,31,,良好,1.2,0.27,32.6,34.7,15,8,6.6,7.6,1,1.3,9,"2024-11-18 18:00",,0.2,8.3,17,0,121.746394,24.747917,65
陽明,臺北市,40,,良好,0.6,0.18,43.5,43.6,9,3,0.5,1.1,0.6,2.3,,"2024-11-18 18:00",,0.1,2.5,8,0,121.529583,25.182722,64
花蓮,花蓮縣,38,,良好,1.7,0.22,39.9,41.3,21,8,3.9,4.4,0.5,3.8,70,"2024-11-18 18:00",,0.2,8,28,1,121.599769,23.971306,63
臺東,臺東縣,30,,良好,1.4,0.32,28.5,32.2,13,4,7.2,8.9,1.7,1.8,321,"2024-11-18 18:00",,0.2,4,14,1,121.15045,22.755358,62
恆春,屏東縣,41,,良好,1,0.15,44.2,43.4,22,19,1,1.6,0.5,17,27,"2024-11-18 18:00",,0.1,12.7,20,1,120.788928,21.958069,61
潮州,屏東縣,70,細懸浮微粒,普通,0.5,0.41,14,19.3,39,24,14.2,15.2,1,1.7,269,"2024-11-18 18:00",,0.3,23.2,38,0,120.561175,22.523108,60
屏東,屏東縣,62,細懸浮微粒,普通,1,0.5,10.2,17.8,39,16,15.6,17.4,1.7,2.1,248,"2024-11-18 18:00",,0.4,20.1,40,1,120.488033,22.673081,59
小港,高雄市,66,細懸浮微粒,普通,0.7,0.53,11.8,14.2,42,19,27.1,29.2,2.1,2.8,288,"2024-11-18 18:00",,0.5,21.4,41,1,120.337736,22.565833,58
前鎮,高雄市,77,細懸浮微粒,普通,1.8,0.56,16.7,16.0,46,22,22.3,26.7,4.4,2.8,357,"2024-11-18 18:00",,0.5,26,45,2,120.30833356,22.6044507,57
前金,高雄市,67,細懸浮微粒,普通,0.8,0.41,20.9,16.8,49,16,20,21.8,1.8,2.2,28,"2024-11-18 18:00",,0.4,22.2,51,1,120.28676111,22.63390278,56
左營,高雄市,60,細懸浮微粒,普通,1.3,0.41,22.3,18.6,46,14,19.2,20.3,1,3.3,352,"2024-11-18 18:00",,0.4,19,45,1,120.292917,22.674861,54
楠梓,高雄市,55,細懸浮微粒,普通,1.8,0.34,24.7,18.6,35,19,18.6,19.5,0.9,1.6,323,"2024-11-18 18:00",,0.3,17,41,2,120.328289,22.733667,53
林園,高雄市,80,細懸浮微粒,普通,1.5,0.57,6.5,19.3,62,28,28.5,29.7,1.1,1.6,242,"2024-11-18 18:00",,0.4,27.3,53,2,120.41175,22.4795,52
大寮,高雄市,67,細懸浮微粒,普通,1.1,0.47,7.9,12.4,30,21,,,,1.8,319,"2024-11-18 18:00",,0.4,22,32,1,120.425311,22.56413611,51
鳳山,高雄市,70,細懸浮微粒,普通,0.8,0.91,10.2,13.0,50,20,26.7,33.1,6.3,0.5,239,"2024-11-18 18:00",,0.8,23.1,45,1,120.357422,22.628126,50
仁武,高雄市,67,細懸浮微粒,普通,1.3,0.42,,17.3,43,,22.5,24.7,2.1,3,339,"2024-11-18 18:00",,0.5,21.8,41,1,120.332631,22.689056,49
橋頭,高雄市,63,細懸浮微粒,普通,1.8,0.42,21.7,19.7,46,23,22.5,23.9,1.4,1.8,1,"2024-11-18 18:00",,0.3,20.2,39,1,120.305689,22.757506,48
美濃,高雄市,44,,良好,0.3,0.32,15.8,15.9,24,12,6.2,7.4,1.2,1.1,239,"2024-11-18 18:00",,0.3,13.5,25,0,120.530542,22.883583,47
臺南,臺南市,55,懸浮微粒,普通,1.3,0.34,25.5,29.4,49,13,17.9,18.7,0.8,4.1,3,"2024-11-18 18:00",,0.3,13.3,55,1,120.21947897,22.98928311,46
安南,臺南市,55,懸浮微粒,普通,0.8,0.26,,,44,11,14.4,14.6,0.2,2.9,325,"2024-11-18 18:00",,,13.7,55,1,120.2175,23.048197,45
善化,臺南市,39,,良好,1.4,0.25,26.1,31.8,39,5,12.8,14,1.2,3.8,355,"2024-11-18 18:00",,0.2,10.1,39,1,120.29740529,23.11337642,44
新營,臺南市,48,,良好,1.3,0.26,24.2,32.9,31,11,13.3,14.2,0.9,4.2,9,"2024-11-18 18:00",,0.2,11.7,48,1,120.31725,23.305633,43
嘉義,嘉義市,44,,良好,2.9,0.33,18.6,29.8,35,13,17,18.3,1.3,5,3,"2024-11-18 18:00",,0.2,13.4,33,4,120.44125148,23.46477865,42
臺西,雲林縣,47,,良好,1.8,0.26,28.2,36.9,31,10,11.7,11.8,0.1,9.1,22,"2024-11-18 18:00",,0.2,13,47,1,120.19933333,23.702175,41
朴子,嘉義縣,63,懸浮微粒,普通,1.9,0.22,29.7,36.2,40,6,8.5,10.5,2,2.6,350,"2024-11-18 18:00",,0.2,9.1,63,1,120.2478,23.46538,40
新港,嘉義縣,53,懸浮微粒,普通,1.6,0.19,29.2,38.5,37,10,9.7,11.1,1.3,5.5,10,"2024-11-18 18:00",,0.1,10.9,53,1,120.345531,23.554839,39
崙背,雲林縣,81,懸浮微粒,普通,0.6,0.22,28.9,35.7,39,14,7.4,8.1,0.6,3.2,5,"2024-11-18 18:00",,0.2,15.4,81,0,120.348742,23.757547,38
斗六,雲林縣,43,,良好,1.4,0.32,17.9,33.4,26,11,14.8,16.7,1.9,4.3,17,"2024-11-18 18:00",,0.2,13.2,29,1,120.544994,23.711853,37
南投,南投縣,37,,良好,1.1,0.36,12.6,28.6,26,11,22.2,24.6,2.4,1.8,339,"2024-11-18 18:00",,0.2,8.8,23,1,120.685306,23.913,36
二林,彰化縣,37,,良好,0.8,0.2,33.9,40.4,19,8,6.8,7.5,0.7,5.9,30,"2024-11-18 18:00",,0.2,7.7,29,0,120.409653,23.925175,35
線西,彰化縣,35,,良好,1.5,0.19,31.5,38.2,11,8,10,10.4,0.4,8.8,38,"2024-11-18 18:00",,0.1,6.7,23,1,120.469061,24.131672,34
彰化,彰化縣,33,,良好,0.8,0.41,16.6,30.4,19,5,20.1,22.8,2.7,2.9,20,"2024-11-18 18:00",,0.2,5.8,17,0,120.541519,24.066,33
西屯,臺中市,29,,良好,1.1,0.21,26.8,31.5,,4,7.5,8.5,1,4.4,17,"2024-11-18 18:00",,0.1,3.3,,1,120.616917,24.162197,32
忠明,臺中市,26,,良好,,,12.9,28.8,15,6,,,,2.7,341,"2024-11-18 18:00",,0.2,5.2,16,1,120.641092,24.151958,31
大里,臺中市,28,,良好,0.9,0.35,18.8,30.7,9,4,13.9,16.1,2.1,1.9,31,"2024-11-18 18:00",,0.2,5.5,14,1,120.67844444,24.09961111,30
沙鹿,臺中市,33,,良好,1,0.21,30.9,36.7,14,5,7.8,7.9,0.1,4.5,339,"2024-11-18 18:00",,0.1,5.6,19,0,120.568794,24.225628,29
豐原,臺中市,31,,良好,1.1,0.22,27.5,34.0,11,1,6.1,6.6,0.5,3.3,32,"2024-11-18 18:00",,0.2,2.2,10,0,120.74252414,24.25699731,28
三義,苗栗縣,34,,良好,0.6,0.17,32.3,37.5,13,5,5.7,6.4,0.7,6.1,15,"2024-11-18 18:00",,,4.9,10,0,120.75956754,24.38248443,27
苗栗,苗栗縣,35,,良好,1.9,0.19,35,38.6,7,6,6.9,7.8,0.9,3.9,9,"2024-11-18 18:00",,0.1,5.8,16,1,120.82011468,24.56499183,26
頭份,苗栗縣,35,,良好,1.5,0.21,35.7,38.7,11,7,8.2,9.6,1.4,3.9,42,"2024-11-18 18:00",,0.1,8,18,1,120.89869286,24.69690679,25
新竹,新竹市,31,,良好,1,0.26,29.7,33.8,15,6,12.7,13.4,0.7,3.4,37,"2024-11-18 18:00",,0.2,6.7,18,1,120.97236752,24.8056356,24
竹東,新竹縣,36,,良好,0.4,0.16,38.2,39.5,8,2,4.1,5.1,1,5.9,35,"2024-11-18 18:00",,0.1,2.9,12,0,121.08895493,24.74091408,23
湖口,新竹縣,33,,良好,1.4,0.18,36.4,36.8,14,10,6.2,7.3,1.1,7.1,48,"2024-11-18 18:00",,0.1,8.2,16,1,121.03886894,24.90009696,22
龍潭,桃園市,26,,良好,0.5,0.19,,,12,9,7.5,8.8,1.3,6.3,60,"2024-11-18 18:00",,0.1,8,10,0,121.21645772,24.86400048,21
平鎮,桃園市,31,,良好,0.9,0.4,26.3,30.8,23,8,15.2,17.8,2.5,3.6,80,"2024-11-18 18:00",,0.3,9.7,22,0,121.203986,24.952786,20
觀音,桃園市,34,,良好,1.8,0.2,35.5,37.4,31,9,7.2,8.1,0.9,6,83,"2024-11-18 18:00",,0.1,10.2,32,1,121.08283092,25.03556747,19
大園,桃園市,32,,良好,1.8,0.21,32.7,33.2,25,8,13,14.8,1.8,5.7,65,"2024-11-18 18:00",,0.1,9.8,29,1,121.20251473,25.06100357,18
桃園,桃園市,28,,良好,1.4,0.4,26.2,30.0,21,6,15.9,18.2,2.2,3,64,"2024-11-18 18:00",,0.3,8.2,21,0,121.30500531,24.9947107,17
大同,臺北市,50,,良好,1.1,0.93,12.5,16.9,25,14,30.9,65.4,34.5,-,-,"2024-11-18 18:00",,0.5,14.7,28,0,121.51342074,25.06331455,16
松山,臺北市,-1,,,,,17.7,,23,6,,,,1.2,25,"2024-11-18 18:00",,,,,,121.578611,25.05,15
古亭,臺北市,31,,良好,0.5,0.29,24.4,25.2,21,5,15.9,17.5,1.6,1.9,43,"2024-11-18 18:00",,0.2,9.7,28,0,121.529556,25.020608,14
萬華,臺北市,27,,良好,1,0.31,25.2,26.6,21,9,15.8,18,2.1,3.2,102,"2024-11-18 18:00",,0.2,8.2,24,0,121.507972,25.046503,13
中山,臺北市,37,,良好,0.1,0.43,20.6,24.2,21,8,22.6,27.3,4.6,3.1,77,"2024-11-18 18:00",,0.3,10,25,0,121.526528,25.062361,12
士林,臺北市,34,,良好,0.4,0.23,37.2,37.2,9,5,6.9,8.2,1.2,2.1,145,"2024-11-18 18:00",,0.1,6.3,15,0,121.51666356,25.10334003,11
淡水,新北市,35,,良好,1,0.19,38.2,38.6,13,6,3.9,5,1,1.9,30,"2024-11-18 18:00",,0.1,7.9,17,0,121.449239,25.1645,10
林口,新北市,23,,良好,0.9,0.24,28.3,25.6,12,4,10.9,13.8,2.9,2.7,47,"2024-11-18 18:00",,0.2,6.2,19,0,121.36548982,25.07798949,9
菜寮,新北市,32,,良好,0.8,0.34,30.4,33.2,17,9,13.5,14.2,0.6,3.1,89,"2024-11-18 18:00",,0.2,10,18,0,121.481028,25.06895,8
新莊,新北市,31,,良好,0.7,0.31,30.7,32.9,23,9,11.4,12.4,1,3.3,78,"2024-11-18 18:00",,0.2,9.7,28,0,121.4325,25.037972,7
板橋,新北市,32,,良好,0.7,0.36,27,30.4,16,8,19.1,20.9,1.8,2.6,95,"2024-11-18 18:00",,0.2,7.9,20,0,121.458667,25.012972,6
土城,新北市,29,,良好,1.7,0.31,30.4,31.3,21,11,12.5,13.4,0.8,1.3,120,"2024-11-18 18:00",,0.2,8.7,22,1,121.451861,24.982528,5
新店,新北市,31,,良好,0.9,0.3,27.5,29.5,16,11,11.6,13.1,1.4,0.8,90,"2024-11-18 18:00",,0.2,9.7,16,0,121.537778,24.977222,4
萬里,新北市,70,懸浮微粒,普通,0.3,0.15,45.3,44.0,72,14,1.5,2.7,1.1,7.3,51,"2024-11-18 18:00",,0.1,15,70,0,121.689881,25.179667,3
汐止,新北市,28,,良好,2.4,0.22,27.9,31.0,19,11,15.9,17.5,1.5,1.2,43,"2024-11-18 18:00",,0.1,8.7,20,1,121.64081,25.06624,2
基隆,基隆市,35,,良好,1.2,0.19,38.7,38.2,21,6,2.5,3.5,0.9,2.4,93,"2024-11-18 18:00",,0.1,5.3,26,1,121.760056,25.129167,1
屏東(枋山),屏東縣,34,,良好,0.5,0.14,40.1,37.9,6,4,1.3,1.6,0.2,5.8,77,"2024-11-18 18:00",,0.1,2.7,8,0,120.651472,22.260899,313
宜蘭（頭城）,宜蘭縣,36,,良好,0,0.14,38.3,39.6,19,5,4.1,4,0,1.3,50,"2024-11-18 18:00",,0.1,6.3,18,0,121.82463916,24.85366672,312
新北(樹林),新北市,32,,良好,0.5,0.37,22.7,23.4,13,3,19,26.7,7.6,0.1,159,"2024-11-18 18:00",,0.4,6.1,16,0,121.38352778,24.94902778,311
屏東（琉球）,屏東縣,86,細懸浮微粒,普通,1.7,0.55,18.3,22.9,55,27,20.3,22.1,1.8,1.7,312,"2024-11-18 18:00",,0.4,29.7,50,1,120.37722,22.35222,204
臺南（麻豆）,臺南市,61,懸浮微粒,普通,0.7,0.24,25.4,31.8,33,10,13.1,14.6,1.5,3.3,4,"2024-11-18 18:00",,0.2,13,61,0,120.24583056,23.17904722,203
高雄（湖內）,高雄市,37,,良好,0.9,0.34,18.1,23.3,50,6,22.2,23,0.8,1.5,331,"2024-11-18 18:00",,0.3,,,,120.24535,22.87985556,202
彰化（員林）,彰化縣,29,,良好,1.5,0.32,18.7,31.4,29,5,15.8,18.2,2.3,0.8,341,"2024-11-18 18:00",,0.2,6.1,25,1,120.56373,23.96117,201
大城,彰化縣,45,,良好,2.1,0.23,31.3,41.3,22,10,9.6,10.2,0.6,8.8,45,"2024-11-18 18:00",,0.1,14,39,1,120.26964167,23.85493056,85
富貴角,新北市,46,,良好,0.1,0.13,46.9,46.8,52,13,0.5,0.4,0,12.3,53,"2024-11-18 18:00",,0.1,12.9,46,0,121.53656894,25.29681695,84
麥寮,雲林縣,52,懸浮微粒,普通,2.9,0.49,22.1,35.9,21,8,18.5,19.9,1.3,7.8,3,"2024-11-18 18:00",,0.2,14,52,2,120.251825,23.753506,83
關山,臺東縣,33,,良好,1.6,0.19,36.5,36.5,9,4,3.4,4.1,0.7,3.1,34,"2024-11-18 18:00",,0.1,5.8,14,1,121.161933,23.045083,80
馬公,澎湖縣,42,,良好,0.8,0.16,44.9,45.7,21,11,1.5,2.3,0.7,9.8,34,"2024-11-18 18:00",,0.1,12.2,28,0,119.566158,23.569031,78
金門,金門縣,40,,良好,0.6,0.18,40.9,43.7,41,12,4.7,5.4,0.6,3.8,31,"2024-11-18 18:00",,0.1,9.1,37,0,118.312256,24.432133,77
馬祖,連江縣,41,,良好,0.5,0.17,44.1,44.9,32,13,3.3,3.9,0.6,4.2,332,"2024-11-18 18:00",,0.1,12.6,30,0,119.952724,26.153736,75
埔里,南投縣,43,,良好,1.1,0.3,18.9,23.8,17,14,7.3,9.3,1.9,0.3,315,"2024-11-18 18:00",,0.2,13.2,19,1,120.967903,23.968842,72
復興,高雄市,78,細懸浮微粒,普通,1.1,,14.4,13.3,41,21,25.3,29.3,3.9,1.2,260,"2024-11-18 18:00",,0.6,26.3,42,1,120.312017,22.608711,71
永和,新北市,29,,良好,1.8,0.41,23.7,26.7,23,7,16,18.9,2.9,1.9,92,"2024-11-18 18:00",,0.3,8.9,23,0,121.516306,25.017,70
竹山,南投縣,47,,良好,1.3,0.28,10.4,26.6,32,13,21.7,22.9,1.2,4.2,27,"2024-11-18 18:00",,0.2,14.5,29,1,120.677306,23.756389,69
中壢,桃園市,45,,良好,1.2,1.11,14.4,18.4,29,14,27.7,55,27.3,0.9,284,"2024-11-18 18:00",,0.7,13.7,30,1,121.221667,24.953278,68
三重,新北市,50,,良好,0.4,1.04,12.4,11.8,29,11,30.5,66,35.4,-,-,"2024-11-18 18:00",,0.8,11,32,0,121.493806,25.072611,67
冬山,宜蘭縣,30,,良好,1,0.18,31.3,32.3,22,7,8.1,8.6,0.4,1.6,139,"2024-11-18 18:00",,0.1,7.8,21,0,121.792928,24.632203,66
宜蘭,宜蘭縣,31,,良好,1.2,0.27,32.6,34.7,15,8,6.6,7.6,1,1.3,9,"2024-11-18 18:00",,0.2,8.3,17,0,121.746394,24.747917,65
陽明,臺北市,40,,良好,0.6,0.18,43.5,43.6,9,3,0.5,1.1,0.6,,,"2024-11-18 18:00",,0.1,2.5,8,0,121.529583,25.182722,64
花蓮,花蓮縣,38,,良好,1.7,0.22,39.9,41.3,21,8,3.9,4.4,0.5,3.8,70,"2024-11-18 18:00",,0.2,8,28,1,121.599769,23.971306,63
臺東,臺東縣,30,,良好,1.4,0.32,28.5,32.2,13,4,7.2,8.9,1.7,1.8,321,"2024-11-18 18:00",,0.2,4,14,1,121.15045,22.755358,62
恆春,屏東縣,41,,良好,1,0.15,44.2,43.4,22,19,1,1.6,0.5,17,27,"2024-11-18 18:00",,0.1,12.7,20,1,120.788928,21.958069,61
潮州,屏東縣,70,細懸浮微粒,普通,0.5,0.41,14,19.3,39,24,14.2,15.2,1,1.7,269,"2024-11-18 18:00",,0.3,23.2,38,0,120.561175,22.523108,60
屏東,屏東縣,62,細懸浮微粒,普通,1,0.5,10.2,17.8,39,16,15.6,17.4,1.7,2.1,248,"2024-11-18 18:00",,0.4,20.1,40,1,120.488033,22.673081,59
小港,高雄市,66,細懸浮微粒,普通,0.7,0.53,11.8,14.2,42,19,27.1,29.2,2.1,2.8,288,"2024-11-18 18:00",,0.5,21.4,41,1,120.337736,22.565833,58
前鎮,高雄市,77,細懸浮微粒,普通,1.8,0.56,16.7,16.0,46,22,22.3,26.7,4.4,2.8,357,"2024-11-18 18:00",,0.5,26,45,2,120.30833356,22.6044507,57
前金,高雄市,67,細懸浮微粒,普通,0.8,0.41,20.9,16.8,49,16,20,21.8,1.8,2.2,28,"2024-11-18 18:00",,0.4,22.2,51,1,120.28676111,22.63390278,56
